"year","species_group_code","species_group_name","species_name","conf_flag","catch_mt"
"1999","NONQ","Non TAC Species","Pacific sleeper shark",0,16.41
"1999","NONQ","Non TAC Species","clam, Washington butter",1,NA
"1999","NONQ","Non TAC Species","crab, Dungeness",1,NA
"1999","NONQ","Non TAC Species","crab,box",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish",1,NA
"1999","NONQ","Non TAC Species","greenling, rock",1,NA
"1999","NONQ","Non TAC Species","greenling, whitespot",1,NA
"1999","NONQ","Non TAC Species","grenadier (rattail)",0,1039.86
"1999","NONQ","Non TAC Species","grenadier, giant",0,180.34
"1999","NONQ","Non TAC Species","lingcod",0,6.12
"1999","NONQ","Non TAC Species","sea urchin",1,NA
"1999","NONQ","Non TAC Species","shark, salmon",1,NA
"1999","NONQ","Non TAC Species","shark, spiny dogfish",0,6.85
"1999","NONQ","Non TAC Species","shrimp, northern (pink)",1,NA
"1999","NONQ","Non TAC Species","snails",1,NA
"1999","NORK","Northern Rockfish","rockfish, northern",0,5400.21
"1999","OTHR","Other","groundfish, general",0,3536.96
"1999","OTHR","Other","sculpin, general",1,NA
"1999","OTHR","Other","squid, majestic",1,NA
"1999","PCOD","Pacific Cod","cod, Pacific (gray)",0,67713.42
"1999","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,2132.97
"1999","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1832.68
"1999","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1999","PLCK","Pollock","pollock, walleye",0,91658.3
"1999","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,9846.1
"1999","REXS","Rex Sole","sole, rex",0,2996.37
"1999","SABL","Sablefish","sablefish (blackcod)",0,7362.4
"1999","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,523.13
"1999","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1999","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"1999","SFL1","Shallow Water Flatfish","flounder, starry",1,NA
"1999","SFL1","Shallow Water Flatfish","sole, English",1,NA
"1999","SFL1","Shallow Water Flatfish","sole, butter",0,147.84
"1999","SFL1","Shallow Water Flatfish","sole, rock",0,1762.84
"1999","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"1999","SFL1","Shallow Water Flatfish","sole, yellowfin",0,25.77
"1999","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1999","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"1999","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1999","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,82.14
"1999","SLR3","Other Slope Rockfish","rockfish, shortbelly",1,NA
"1999","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1999","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,389.2
"1999","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,118.17
"1999","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,130.98
"1999","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,525.19
"1999","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,866.17
"2000","AMCK","Atka Mackerel","greenling, atka mackerel",0,169.96
"2000","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,23827.1
"2000","BABU","Black/Blue Rockfish","rockfish, black",0,247.22
"2000","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,11.18
"2000","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",0,42.23
"2000","DFL4","Deep Water Flatfish","flatfish, deep water",0,139.07
"2000","DFL4","Deep Water Flatfish","sole, dover",0,699.9
"2000","DFL4","Deep Water Flatfish","turbot, Greenland",0,4.11
"2000","FSOL","Flathead Sole","sole, flathead",0,1532.49
"2000","NONQ","Non TAC Species","Pacific sand fish",1,NA
"2000","NONQ","Non TAC Species","abalone, northern (pinto)",1,NA
"2000","NONQ","Non TAC Species","clam, cockle",1,NA
"2000","NONQ","Non TAC Species","crab, Tanner, grooved (tanneri)",1,NA
"2000","NONQ","Non TAC Species","deep-sea smelts",1,NA
"2000","NONQ","Non TAC Species","eels or eel-like fish",1,NA
"2000","NONQ","Non TAC Species","greenling, kelp",1,NA
"2000","NONQ","Non TAC Species","greenling, rock",1,NA
"2000","NONQ","Non TAC Species","grenadier (rattail)",0,814.02
"2000","NONQ","Non TAC Species","grenadier, giant",0,879.39
"2000","NONQ","Non TAC Species","lingcod",1,NA
"2000","NONQ","Non TAC Species","lumpsucker, smooth",1,NA
"2000","NONQ","Non TAC Species","prowfish",1,NA
"2000","NONQ","Non TAC Species","sea urchin",1,NA
"2000","NONQ","Non TAC Species","shrimp, northern (pink)",1,NA
"2000","NONQ","Non TAC Species","shrimp, spot",1,NA
"2000","NONQ","Non TAC Species","snails",1,NA
"2000","NORK","Northern Rockfish","rockfish, northern",0,3325.15
"2000","OTHR","Other","Pacific sleeper shark",1,NA
"2000","OTHR","Other","groundfish, general",0,5063.48
"2000","OTHR","Other","shark, salmon",1,NA
"2000","OTHR","Other","shark, spiny dogfish",0,3.67
"2000","OTHR","Other","squid, majestic",1,NA
"2000","PCOD","Pacific Cod","cod, Pacific (gray)",0,54055.64
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,2448.25
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,814.76
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"2000","PLCK","Pollock","pollock, walleye",0,69764.37
"2000","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,9539.09
"2000","REXS","Rex Sole","sole, rex",0,3585.06
"2000","SABL","Sablefish","sablefish (blackcod)",0,7760.16
"2000","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,504.23
"2000","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, starry",0,267.84
"2000","SFL1","Shallow Water Flatfish","sole, English",0,13.19
"2000","SFL1","Shallow Water Flatfish","sole, butter",0,716.17
"2000","SFL1","Shallow Water Flatfish","sole, rock",0,5342.84
"2000","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, yellowfin",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, bocaccio",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, harlequin",0,65.55
"2000","SLR3","Other Slope Rockfish","rockfish, redbanded",0,13.77
"2000","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,175.38
"2000","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,82.33
"2000","SLR3","Other Slope Rockfish","rockfish, yellowmouth",1,NA
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,131.48
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,172.8
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,720.31
"2000","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,890.79
"2000",NA,NA,"rockfish, unspecified pelagic",1,NA
"2001","AMCK","Atka Mackerel","greenling, atka mackerel",0,76.1
"2001","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,19561.46
"2001","BABU","Black/Blue Rockfish","rockfish, black",0,208.47
"2001","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,24.2
"2001","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",0,49.46
"2001","DFL4","Deep Water Flatfish","flatfish, deep water",0,140.94
"2001","DFL4","Deep Water Flatfish","sole, dover",0,540.86
"2001","DFL4","Deep Water Flatfish","turbot, Greenland",0,3.76
"2001","FSOL","Flathead Sole","sole, flathead",0,1911.26
"2001","NONQ","Non TAC Species","clam, Pacific geoduck",1,NA
"2001","NONQ","Non TAC Species","deep-sea smelts",1,NA
"2001","NONQ","Non TAC Species","eels or eel-like fish",1,NA
"2001","NONQ","Non TAC Species","greenling, rock",1,NA
"2001","NONQ","Non TAC Species","grenadier (rattail)",0,166.62
"2001","NONQ","Non TAC Species","grenadier, giant",0,519.25
"2001","NONQ","Non TAC Species","gunnels",1,NA
"2001","NONQ","Non TAC Species","lingcod",1,NA
"2001","NONQ","Non TAC Species","lumpsucker, smooth",1,NA
"2001","NONQ","Non TAC Species","prowfish",1,NA
"2001","NONQ","Non TAC Species","ratfish, spotted",1,NA
"2001","NONQ","Non TAC Species","scallop, weathervane",1,NA
"2001","NONQ","Non TAC Species","sea urchin",1,NA
"2001","NONQ","Non TAC Species","shrimp, coonstriped",1,NA
"2001","NONQ","Non TAC Species","smelt, surf",1,NA
"2001","NORK","Northern Rockfish","rockfish, northern",0,3127.63
"2001","OTHR","Other","Pacific sleeper shark",0,12.92
"2001","OTHR","Other","groundfish, general",0,4311.24
"2001","OTHR","Other","shark, salmon",1,NA
"2001","OTHR","Other","shark, spiny dogfish",0,26.28
"2001","OTHR","Other","skate, longnose",1,NA
"2001","OTHR","Other","squid, majestic",1,NA
"2001","PCOD","Pacific Cod","cod, Pacific (gray)",0,41485.78
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,1687.75
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,844.16
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"2001","PLCK","Pollock","pollock, walleye",0,68134.89
"2001","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,10193.61
"2001","REXS","Rex Sole","sole, rex",0,2941.7
"2001","SABL","Sablefish","sablefish (blackcod)",0,7106.11
"2001","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,638.99
"2001","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, starry",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, English",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, butter",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, rock",0,4771.6
"2001","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, blackgill",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, redbanded",0,20.17
"2001","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,92.2
"2001","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, stripetail",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,85.11
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,158.72
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,163.46
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,801.75
"2001","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,799.47
"2001",NA,NA,"rockfish, unspecified pelagic",1,NA
"2002","AMCK","Atka Mackerel","greenling, atka mackerel",0,84.95
"2002","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,21050.45
"2002","BABU","Black/Blue Rockfish","rockfish, black",0,176.84
"2002","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,15.48
"2002","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",1,NA
"2002","DFL4","Deep Water Flatfish","flatfish, deep water",0,136.82
"2002","DFL4","Deep Water Flatfish","sole, dover",0,409.99
"2002","DFL4","Deep Water Flatfish","turbot, Greenland",0,3.6
"2002","FSOL","Flathead Sole","sole, flathead",0,2145.58
"2002","NONQ","Non TAC Species","Pacific sand fish",1,NA
"2002","NONQ","Non TAC Species","crab, Tanner, grooved (tanneri)",1,NA
"2002","NONQ","Non TAC Species","eels or eel-like fish",1,NA
"2002","NONQ","Non TAC Species","greenling, rock",1,NA
"2002","NONQ","Non TAC Species","greenling, whitespot",1,NA
"2002","NONQ","Non TAC Species","grenadier (rattail)",0,230.88
"2002","NONQ","Non TAC Species","grenadier, giant",0,497.44
"2002","NONQ","Non TAC Species","lingcod",1,NA
"2002","NONQ","Non TAC Species","lumpsucker, smooth",1,NA
"2002","NONQ","Non TAC Species","prowfish",1,NA
"2002","NONQ","Non TAC Species","ratfish, spotted",1,NA
"2002","NONQ","Non TAC Species","rockfish, black",0,18.71
"2002","NONQ","Non TAC Species","shrimp, northern (pink)",1,NA
"2002","NONQ","Non TAC Species","shrimp, sidestriped",1,NA
"2002","NONQ","Non TAC Species","shrimp, spot",1,NA
"2002","NONQ","Non TAC Species","smelt, capelin",1,NA
"2002","NONQ","Non TAC Species","smelt, eulachon",1,NA
"2002","NONQ","Non TAC Species","smelt, surf",1,NA
"2002","NORK","Northern Rockfish","rockfish, northern",0,3337.08
"2002","OTHR","Other","Pacific sleeper shark",0,48.03
"2002","OTHR","Other","groundfish, general",0,2508.84
"2002","OTHR","Other","octopus, North Pacific",0,106.98
"2002","OTHR","Other","sculpin, general",0,121.08
"2002","OTHR","Other","shark, other",0,16.78
"2002","OTHR","Other","shark, salmon",1,NA
"2002","OTHR","Other","shark, spiny dogfish",0,13.01
"2002","OTHR","Other","skate, longnose",1,NA
"2002","OTHR","Other","skate, other",0,956.86
"2002","OTHR","Other","squid, majestic",1,NA
"2002","PCOD","Pacific Cod","cod, Pacific (gray)",0,42225.72
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,1847.15
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1017.02
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"2002","PLCK","Pollock","pollock, walleye",0,48892.32
"2002","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,10985.16
"2002","REXS","Rex Sole","sole, rex",0,3016.76
"2002","ROCK","Other Rockfish","rockfish, bocaccio",1,NA
"2002","ROCK","Other Rockfish","rockfish, canary",1,NA
"2002","ROCK","Other Rockfish","rockfish, china",1,NA
"2002","ROCK","Other Rockfish","rockfish, harlequin",0,16.96
"2002","ROCK","Other Rockfish","rockfish, quillback",1,NA
"2002","ROCK","Other Rockfish","rockfish, redbanded",0,5.6
"2002","ROCK","Other Rockfish","rockfish, redstripe",1,NA
"2002","ROCK","Other Rockfish","rockfish, sharpchin",1,NA
"2002","ROCK","Other Rockfish","rockfish, tiger",1,NA
"2002","ROCK","Other Rockfish","rockfish, unspecified demersal",1,NA
"2002","ROCK","Other Rockfish","rockfish, unspecified slope",1,NA
"2002","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)",0,38.89
"2002","SABL","Sablefish","sablefish (blackcod)",0,8044.93
"2002","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,480.47
"2002","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"2002","SFL1","Shallow Water Flatfish","flounder, general",0,211.37
"2002","SFL1","Shallow Water Flatfish","flounder, starry",0,109.84
"2002","SFL1","Shallow Water Flatfish","sole, English",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, butter",0,780.67
"2002","SFL1","Shallow Water Flatfish","sole, rock",0,5562.25
"2002","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, yellowfin",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, redbanded",0,24.89
"2002","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,197.19
"2002","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,352.09
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,106.57
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,187.45
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,600.28
"2002","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,877.17
"2003","AMCK","Atka Mackerel","greenling, atka mackerel",0,581.266
"2003","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,30169.778
"2003","DFL4","GOA Deep Water Flatfish","sole, dover",0,897.339
"2003","DFL4","GOA Deep Water Flatfish","turbot, Greenland",0,2.538
"2003","DFL4","GOA Deep Water Flatfish",NA,0,46.465
"2003","FSOL","Flathead Sole","sole, flathead",0,2391.906
"2003","FSOL","Flathead Sole",NA,0,67.462
"2003","NORK","Northern Rockfish","rockfish, northern",0,5256.072
"2003","OTHR","Other Species","Pacific sleeper shark",0,262.808
"2003","OTHR","Other Species","octopus, North Pacific",0,210.085
"2003","OTHR","Other Species","sculpin, general",0,711.243
"2003","OTHR","Other Species","shark, other",0,50.21
"2003","OTHR","Other Species","shark, salmon",0,34.473
"2003","OTHR","Other Species","shark, spiny dogfish",0,303.716
"2003","OTHR","Other Species","skate, longnose",0,41.949
"2003","OTHR","Other Species","skate, other",0,4372.267
"2003","OTHR","Other Species","squid, majestic",0,74.525
"2003","PCOD","Pacific Cod","cod, Pacific (gray)",0,52374.07
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky",0,2408.118
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, unspecified pelagic",1,NA
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow",0,6.378
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"2003","PEL7","GOA Pelagic Shelf Rockfish",NA,0,16.82
"2003","PLCK","Pollock","pollock, walleye",0,48590.086
"2003","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,10240.203
"2003","REXS","GOA Rex Sole","sole, rex",0,3497.783
"2003","ROCK","Other Rockfish","rockfish, blackgill",1,NA
"2003","ROCK","Other Rockfish","rockfish, bocaccio",1,NA
"2003","ROCK","Other Rockfish","rockfish, canary",0,0.513
"2003","ROCK","Other Rockfish","rockfish, china",0,1.081
"2003","ROCK","Other Rockfish","rockfish, darkblotched",0,0.069
"2003","ROCK","Other Rockfish","rockfish, harlequin",0,312.437
"2003","ROCK","Other Rockfish","rockfish, other",0,157.539
"2003","ROCK","Other Rockfish","rockfish, quillback",0,0.818
"2003","ROCK","Other Rockfish","rockfish, redbanded",0,25.511
"2003","ROCK","Other Rockfish","rockfish, redstripe",0,27.629
"2003","ROCK","Other Rockfish","rockfish, rosethorn",1,NA
"2003","ROCK","Other Rockfish","rockfish, sharpchin",0,219.942
"2003","ROCK","Other Rockfish","rockfish, silvergray",0,7.956
"2003","ROCK","Other Rockfish","rockfish, splitnose",1,NA
"2003","ROCK","Other Rockfish","rockfish, stripetail",1,NA
"2003","ROCK","Other Rockfish","rockfish, tiger",0,0.425
"2003","ROCK","Other Rockfish","rockfish, unspecified demersal",0,0.528
"2003","ROCK","Other Rockfish","rockfish, unspecified slope",1,NA
"2003","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)",0,111.691
"2003","ROCK","Other Rockfish","rockfish, yellowmouth",1,NA
"2003","ROCK","Other Rockfish",NA,0,16.086
"2003","SABL","Sablefish","sablefish (blackcod)",0,9111.958
"2003","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice",0,15.992
"2003","SFL1","GOA Shallow Water Flatfish","flounder, general",0,7.931
"2003","SFL1","GOA Shallow Water Flatfish","flounder, starry",0,139.23
"2003","SFL1","GOA Shallow Water Flatfish","groundfish, general",0,2.502
"2003","SFL1","GOA Shallow Water Flatfish","sole, English",0,2.292
"2003","SFL1","GOA Shallow Water Flatfish","sole, butter",0,607.942
"2003","SFL1","GOA Shallow Water Flatfish","sole, petrale",1,NA
"2003","SFL1","GOA Shallow Water Flatfish","sole, rock",0,3554.585
"2003","SFL1","GOA Shallow Water Flatfish","sole, sand",1,NA
"2003","SFL1","GOA Shallow Water Flatfish","sole, yellowfin",0,0.18
"2003","SFL1","GOA Shallow Water Flatfish",NA,0,310.646
"2003","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,318.046
"2003","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,761.345
"2003","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,3.356
"2003","SRRE","Shortraker/Rougheye Rockfish",NA,0,111.78
"2003","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,1031.949
"2004","AMCK","Atka Mackerel","greenling, atka mackerel",0,821.635
"2004","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,15635.351
"2004","BLSK","Central GOA Skate, Big and Longnose","skate, big",0,1121.006
"2004","BLSK","Central GOA Skate, Big and Longnose","skate, longnose",0,435.678
"2004","BLSK","GOA Skate, Other","skate, longnose",1,NA
"2004","DFL4","GOA Deep Water Flatfish","sole, dover",0,590.537
"2004","DFL4","GOA Deep Water Flatfish","turbot, Greenland",1,NA
"2004","DFL4","GOA Deep Water Flatfish",NA,0,35.922
"2004","FSOL","Flathead Sole","sole, flathead",0,2340.959
"2004","FSOL","Flathead Sole",NA,0,57.28
"2004","NORK","Northern Rockfish","rockfish, northern",0,4810.786
"2004","OTHR","Other Species","Pacific sleeper shark",0,273.634
"2004","OTHR","Other Species","octopus, North Pacific",0,282.101
"2004","OTHR","Other Species","sculpin, general",0,660.806
"2004","OTHR","Other Species","shark, other",0,34.324
"2004","OTHR","Other Species","shark, salmon",0,40.694
"2004","OTHR","Other Species","shark, spiny dogfish",0,119.576
"2004","OTHR","Other Species","squid, majestic",0,155.048
"2004","PCOD","Pacific Cod","cod, Pacific (gray)",0,56451.257
"2004","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky",0,2341.271
"2004","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow",1,NA
"2004","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail",0,0.109
"2004","PEL7","GOA Pelagic Shelf Rockfish",NA,0,42.522
"2004","PLCK","Pollock","pollock, walleye",0,62491.588
"2004","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,10762.814
"2004","REXS","GOA Rex Sole","sole, rex",0,1466.953
"2004","ROCK","Other Rockfish","rockfish, canary",1,NA
"2004","ROCK","Other Rockfish","rockfish, chilipepper",1,NA
"2004","ROCK","Other Rockfish","rockfish, china",0,0.082
"2004","ROCK","Other Rockfish","rockfish, darkblotched",1,NA
"2004","ROCK","Other Rockfish","rockfish, harlequin",0,454.762
"2004","ROCK","Other Rockfish","rockfish, other",0,15.087
"2004","ROCK","Other Rockfish","rockfish, quillback",0,0.335
"2004","ROCK","Other Rockfish","rockfish, redbanded",0,16.681
"2004","ROCK","Other Rockfish","rockfish, redstripe",0,32.561
"2004","ROCK","Other Rockfish","rockfish, sharpchin",0,118.831
"2004","ROCK","Other Rockfish","rockfish, silvergray",0,16.036
"2004","ROCK","Other Rockfish","rockfish, tiger",0,0.021
"2004","ROCK","Other Rockfish","rockfish, unspecified slope",1,NA
"2004","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)",0,94.989
"2004","ROCK","Other Rockfish","rockfish, yellowmouth",1,NA
"2004","ROCK","Other Rockfish",NA,0,17.306
"2004","SABL","Sablefish","sablefish (blackcod)",0,9482.791
"2004","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice",0,8.468
"2004","SFL1","GOA Shallow Water Flatfish","flounder, general",0,5.02
"2004","SFL1","GOA Shallow Water Flatfish","flounder, starry",0,114.436
"2004","SFL1","GOA Shallow Water Flatfish","groundfish, general",0,1.786
"2004","SFL1","GOA Shallow Water Flatfish","sole, English",0,6.053
"2004","SFL1","GOA Shallow Water Flatfish","sole, butter",0,539.425
"2004","SFL1","GOA Shallow Water Flatfish","sole, rock",0,2216.164
"2004","SFL1","GOA Shallow Water Flatfish","sole, sand",0,3.938
"2004","SFL1","GOA Shallow Water Flatfish","sole, yellowfin",0,7.607
"2004","SFL1","GOA Shallow Water Flatfish",NA,0,190.151
"2004","SRRE","GOA Shortraker/Rougheye Rockfish","rockfish, rougheye",0,191.033
"2004","SRRE","GOA Shortraker/Rougheye Rockfish","rockfish, shortraker",0,338.371
"2004","SRRE","GOA Shortraker/Rougheye Rockfish",NA,0,96.607
"2004","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,685.129
"2004","USKT","GOA Skate, Other","skate, big",0,40.796
"2004","USKT","GOA Skate, Other","skate, longnose",0,3.016
"2004","USKT","GOA Skate, Other","skate, other",0,1197.334
"2005","AMCK","Atka Mackerel","greenling, atka mackerel",0,800.478
"2005","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,19923.573
"2005","BSKT","GOA Skate, Big","skate, big",0,837.477
"2005","DFL4","GOA Deep Water Flatfish","sole, dover",0,374.043
"2005","DFL4","GOA Deep Water Flatfish","turbot, Greenland",0,0.516
"2005","DFL4","GOA Deep Water Flatfish",NA,0,31.987
"2005","FSOL","Flathead Sole","sole, flathead",0,2460.761
"2005","FSOL","Flathead Sole",NA,0,91.399
"2005","LSKT","GOA Skate, Longnose","skate, longnose",0,1029.738
"2005","NORK","Northern Rockfish","rockfish, northern",0,4521.671
"2005","OTHR","Other Species","Pacific sleeper shark",0,465.138
"2005","OTHR","Other Species","octopus, North Pacific",0,149.269
"2005","OTHR","Other Species","sculpin, general",0,590.436
"2005","OTHR","Other Species","shark, other",0,56.378
"2005","OTHR","Other Species","shark, salmon",0,59.677
"2005","OTHR","Other Species","shark, spiny dogfish",0,309.127
"2005","OTHR","Other Species","squid, majestic",0,630.247
"2005","PCOD","Pacific Cod","cod, Pacific (gray)",0,47524.083
"2005","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky",0,1949.517
"2005","PEL7","GOA Pelagic Shelf Rockfish","rockfish, unspecified pelagic",1,NA
