"race_group","stationid","station_avg_st","station_avg_bt","station_catch"
"Large sculpins","65-45",7,5.6,15.3
"Large sculpins","65-46",5.26666666666667,4.56666666666667,59.538
"Large sculpins","65-47",6.2,5.23333333333333,60.6
"Large sculpins","65-50",6.2,6,65.632
"Large sculpins","66-40",6.6,4.8,2.64
"Large sculpins","66-43",7.4,4.5,0.454
"Large sculpins","66-44",5.2,4.7,0.4
"Large sculpins","66-45",4.7,3.7,11.41
"Large sculpins","66-46",7.5,5.1,19.38
"Large sculpins","66-50",4.8,4.6,2.98
"Large sculpins","67-35",7.4,5,1.588
"Large sculpins","67-44",5.9,4,1.6
"Large sculpins","67-46",4.5,3.8,4.76
"Large sculpins","67-47",7.2,4.65,4.057
"Large sculpins","67-50",8.5,5.9,0.778
"Large sculpins","67-51",7.4,6.4,14.26
"Large sculpins","68-39",7.4,5,0.816
"Large sculpins","68-42",5.9,4.4,5.52
"Large sculpins","68-45",5.6,3.7,1.13
"Large sculpins","68-49",8.6,4.3,1.814
"Large sculpins","68-51",7.7,5.5,0.634
"Large sculpins","69-37",6.6,4.65,1.26
"Large sculpins","69-38",6,5.1,0.616
"Large sculpins","69-41",6.1,4.4,3.87
"Large sculpins","69-46",5.2,2.8,0.748
"Large sculpins","69-48",5,3,0.798
"Large sculpins","69-50",5.45,4.45,1.532
"Large sculpins","69-51",6.3,4.6,4.52
"Large sculpins","69-52",5.25,4.7,6.43
"Large sculpins","69-53",6.3,4.8,32.02
"Large sculpins","69-54",7.5,7.1,1.345
"Large sculpins","7-11",4.7,4.3,25.943
"Large sculpins","7-5",7.1,4.1,0.68
"Large sculpins","7-7",4.1,4.7,0.86
"Large sculpins","7-8",6.05,4.6,2.596
"Large sculpins","7-9",4.72,4.34,9.61
"Large sculpins","70-38",6.5,4.9,6.03
"Large sculpins","70-40",6.4,4.9,0.664
"Large sculpins","70-41",3.9,3.9,0.5
"Large sculpins","70-49",7.6,5.6,3.132
"Large sculpins","70-50",5.2,5.2,0.73
"Large sculpins","70-51",5.2,4.93333333333333,7.93
"Large sculpins","70-52",5.75,4.5,5.98
"Large sculpins","70-53",6.46666666666667,4.96666666666667,80.209
"Large sculpins","70-54",6,5.6,1.184
"Large sculpins","71-35",5.9,5.2,8.4
"Large sculpins","71-43",5.83333333333333,3.9,9.48
"Large sculpins","71-49",7.6,5.6,2.235
"Large sculpins","71-52",7.2,5.8,1.74
"Large sculpins","71-53",7.03333333333333,4.3,20.685
"Large sculpins","72-40",6.66666666666667,4.2,15.068
"Large sculpins","72-42",5.45,3.5,6.713
"Large sculpins","72-44",5.7,4.3,4.102
"Large sculpins","72-46",7.1,6.1,1.892
"Large sculpins","72-48",4.9,2.8,1.87
"Large sculpins","72-49",6.3,4.2,0.47
"Large sculpins","73-40",6.3,4.3,0.63
"Large sculpins","73-42",5.9,4.1,7.5
"Large sculpins","73-43",5,3.2,0.46
"Large sculpins","73-44",5.2,4.1,0.23
"Large sculpins","73-45",5.6,2.6,1.702
"Large sculpins","73-46",5.6,4.8,0.474
"Large sculpins","73-47",5.55,3.95,1.22
"Large sculpins","73-50",4.2,2.9,0.8
"Large sculpins","73-52",4.5,3.8,1.15
"Large sculpins","73-54",7.4,4.8,10.433
"Large sculpins","74-37",6.46666666666667,4.83333333333333,4.926
"Large sculpins","74-40",7.4,4.5,0.454
"Large sculpins","74-53",4.65,3.85,16.5
"Large sculpins","74-54",7.5,4.9,34.927
"Large sculpins","75-40",6.1,5.1,2.62
"Large sculpins","75-46",9.1,5.6,1.492
"Large sculpins","75-49",9.6,4.1,0.318
"Large sculpins","75-50",5.1,3.1,1.89
"Large sculpins","75-52",9.3,5.8,4.238
"Large sculpins","75-53",6.375,5.75,37.258
"Large sculpins","76-43",5.5,4.3,0.588
"Large sculpins","76-45",6.25,5.7,2.094
"Large sculpins","76-48",7.15,5.6,4.74
"Large sculpins","76-51",6,5.2,0.41
"Large sculpins","76-52",5.3,3.2,1.182
"Large sculpins","76-53",8.4,5.1,4.12
"Large sculpins","76-54",5.4,4.5,13.9
"Large sculpins","76-55",5.68,4.7,56.74
"Large sculpins","76-56",5.7,5.1,25.28
"Large sculpins","77-40",6.1,4.85,6.45
"Large sculpins","77-45",6,3.3,0.238
"Large sculpins","77-46",5.4,4.4,1.706
"Large sculpins","77-50",6.3,6,1.608
"Large sculpins","77-52",6,5.8,5.84
"Large sculpins","77-53",5.7,6,1.456
"Large sculpins","77-54",4.85,4.05,27.38
"Large sculpins","77-55",5.1,3.2,92.75
"Large sculpins","78-38",4.8,3.9,2.4
"Large sculpins","78-40",5.4,5.3,0.996
"Large sculpins","78-44",6.2,4.3,0.6
"Large sculpins","78-47",5.3,2.7,3.44
"Large sculpins","78-54",7.5,5.63333333333333,8.19
"Large sculpins","79-42",6.9,4.9,0.772
"Large sculpins","79-44",5.6,5.4,0.876
"Large sculpins","79-46",5.8,3.5,18.5
"Large sculpins","79-53",6.35,4.2,2.14
"Large sculpins","79-54",6.55,5.3,6.99
"Large sculpins","79-55",7.7,6,18.3
"Large sculpins","8-8",5.8,4.63333333333333,31.52
"Large sculpins","8-9",4.775,4.75,37.605
"Large sculpins","80-40",6.85,4.8,4.934
"Large sculpins","80-42",4.45,4,8.49
"Large sculpins","80-43",6.5,3.7,2.02
"Large sculpins","80-45",5.9,4.6,1.015
"Large sculpins","80-48",6.03333333333333,5.2,2.556
"Large sculpins","80-49",5.6,3.9,2.92
"Large sculpins","80-50",5.7,3.4,0.69
"Large sculpins","80-54",7.1,5.5,5.08
"Large sculpins","80-55",7.1,5.8,9.1
"Large sculpins","80-57",5.975,4.875,78.039
"Large sculpins","80-58",6.96666666666667,6.26666666666667,8.446
"Large sculpins","81-40",6,5.1,10.04
"Large sculpins","81-43",6.175,4.5,5.432
"Large sculpins","81-44",6.7,6.2,1.014
"Large sculpins","81-46",6.5,6.5,2.564
"Large sculpins","81-47",8.2,4.8,10.433
"Large sculpins","81-49",8,6.2,2.514
"Large sculpins","81-51",5.4,3.8,10.99
"Large sculpins","81-56",5.5,5.1,11.996
"Large sculpins","81-57",3.96666666666667,2.7,41.244
"Large sculpins","81-60",5,4.08888888888889,445.612
"Large sculpins","82-41",5.7,4.7,1.67
"Large sculpins","82-44",6.4,4.8,3.28
"Large sculpins","82-47",5.9,5.4,18.485
"Large sculpins","82-48",6.1,5.2,4.2
"Large sculpins","82-57",4.3,2.5,2.396
"Large sculpins","82-60",5,4.125,146.74
"Large sculpins","83-42",5.6,4.6,1.4
"Large sculpins","83-43",6.46666666666667,5.1,7.395
"Large sculpins","83-44",6.33333333333333,5.96666666666667,6.424
"Large sculpins","83-46",5.9,4.3,7.954
"Large sculpins","83-48",6.26666666666667,5.06666666666667,6.945
"Large sculpins","83-50",8,5.4,20.412
"Large sculpins","83-51",5.7,4.5,16.056
"Large sculpins","83-56",6.60909090909091,5.43636363636364,177.211
"Large sculpins","83-61",5.31428571428571,4.22857142857143,45.328
"Large sculpins","83-62",4.4,3.3,75.49
"Large sculpins","83-65",5.8,4.5,23.71
"Large sculpins","83-66",4.36,3.96,31.298
"Large sculpins","83-67",5.36,4.18,36.1
"Large sculpins","84-42",6.6,4.4,3.1
"Large sculpins","84-43",4,3.7,0.662
"Large sculpins","84-44",5.7,4.4,1.86
"Large sculpins","84-45",5.8,3,6.82
"Large sculpins","84-46",5.5,4.7,4.22
"Large sculpins","84-47",7,5.2,1
"Large sculpins","84-48",5.95,4.825,20.57
"Large sculpins","84-50",5.1,4.4,12.58
"Large sculpins","84-51",5.1,4.2,6.34
"Large sculpins","84-52",5.7,4.9,0.788
"Large sculpins","84-53",6.66666666666667,5.76666666666667,3.546
"Large sculpins","84-56",4.625,3.8,35.874
"Large sculpins","84-59",6.3,5.22,71.03
"Large sculpins","84-60",6.85,5.275,105.553
"Large sculpins","84-62",6.4,5.6,4.814
"Large sculpins","84-63",6.1,6,8.9
"Large sculpins","84-67",7,5.4,1.64
"Large sculpins","85-43",5.6,3.8,4.72
"Large sculpins","85-46",6.95,4.55,3.824
"Large sculpins","85-47",5.6,4.63333333333333,10.908
"Large sculpins","85-52",7,5.45,1.54
"Large sculpins","85-54",4.75,4,4.96
"Large sculpins","85-58",5.53333333333333,4.03333333333333,27.63
"Large sculpins","85-61",6.37142857142857,4.84285714285714,65.29
"Large sculpins","85-63",7.7,5.1,42.184
"Large sculpins","85-65",4.34,3.36,43.552
"Large sculpins","86-43",6.1,5.7,5.242
"Large sculpins","86-45",5.1,3.8,22.32
"Large sculpins","86-53",6.75,5.9,25.279
"Large sculpins","86-56",5.7,4.225,58.032
"Large sculpins","86-57",5.7,4.9,5.254
"Large sculpins","86-58",5.4,4.35,27.53
"Large sculpins","86-59",6,4.3,46.6
"Large sculpins","86-60",5.525,4.95,51.628
"Large sculpins","86-62",5.05,4.2,75.771
"Large sculpins","87-45",6.56666666666667,6.33333333333333,6.956
"Large sculpins","87-46",5.55,5,10.256
"Large sculpins","87-55",6.43333333333333,4.93333333333333,13.627
"Large sculpins","87-57",7.36666666666667,5.33333333333333,9.594
"Large sculpins","87-58",5.95,4.45,8.08
"Large sculpins","87-59",7.74,5.52,14.828
"Large sculpins","87-60",7.5,5.6,10.65
"Large sculpins","87-62",5.7,5.33333333333333,53.688
"Large sculpins","87-63",7.5,6.5,10.68
"Large sculpins","88-45",6.9,5.775,20.864
"Large sculpins","88-46",7.05,5.15,24.01
"Large sculpins","88-47",5.48571428571429,4.51428571428571,45.894
"Large sculpins","88-53",5.55,5.3,12.79
"Large sculpins","88-54",7.6,5.5,7.26
"Large sculpins","88-57",4.9,3.66666666666667,17.93
"Large sculpins","88-59",5.4,4.36666666666667,10.962
"Large sculpins","88-60",7.36666666666667,5.23333333333333,3.413
"Large sculpins","88-61",5.66666666666667,4.63333333333333,14.45
"Large sculpins","88-62",4,2.8,4.2
"Large sculpins","88-63",5.425,4.75,88.805
"Large sculpins","89-46",6.68,5.22,37.34
"Large sculpins","89-53",5.6,4.3,2.33
"Large sculpins","89-60",4.8,3.4,11.62
"Large sculpins","89-63",6.7,6.6,33.44
"Large sculpins","89-64",6.43333333333333,6.4,39.702
"Large sculpins","89-70",4,2.4,11.4
"Large sculpins","9-7",5.5,4.85,13.6
"Large sculpins","9-8",5.73333333333333,4.9,8.82
"Large sculpins","90-45",6.65,4.85,53.516
"Large sculpins","90-46",8.1,4.9,4.763
"Large sculpins","90-47",5.4,5.3,7.225
"Large sculpins","90-49",7.3,7,3.44
"Large sculpins","90-52",5.4,4.7,3.122
"Large sculpins","90-56",6.7,3.8,4.082
"Large sculpins","90-57",7.23333333333333,4.8,6.293
"Large sculpins","90-58",7.5,5.7,1.548
"Large sculpins","90-59",5.1,5.1,10.1
"Large sculpins","90-60",5.9,4.6,37.72
"Large sculpins","90-61",9.4,8.1,30.77
"Large sculpins","90-62",5.04,4.8,187.78
"Large sculpins","90-63",5.6,5.5,124.31
"Large sculpins","90-65",6.2,5.5,26.72
"Large sculpins","90-66",5.9,5.7,67.74
"Large sculpins","90-69",6.63333333333333,5.33333333333333,14.892
"Large sculpins","90-70",5.23333333333333,4.8,18.346
"Large sculpins","90-71",7.4,5.73333333333333,26.943
"Large sculpins","91-46",4.7,3.6,38.33
"Large sculpins","91-53",5.5,4,6.39
"Large sculpins","91-55",5.5,3.9,1.05
"Large sculpins","91-61",5.825,5.7,44.972
"Large sculpins","91-63",5.6,5.2,13.8
"Large sculpins","91-65",6.6,5.9,21.79
"Large sculpins","91-66",7.42857142857143,6.35714285714286,124.594
"Large sculpins","91-68",4.4,4.4,22.032
"Large sculpins","92-48",3.7,3.1,12.7
"Large sculpins","92-51",4.98,4.1,115.88
"Large sculpins","92-61",5.43333333333333,5.23333333333333,33.04
"Large sculpins","92-64",5.56666666666667,4.76666666666667,83.744
"Large sculpins","92-65",5.3,4.4,42.093
"Large sculpins","93-65",6.5,5.7,94.08
"Large sculpins","94-55",6.76666666666667,5.03333333333333,7.94
"Large sculpins","95-53",6.7,4.7,0.644
"Large sculpins","95-55",7.05,5.9,3.764
"Large sculpins","95-64",8.2,4.8,24.403
"Large sculpins","95-65",7.75,5.05,25.145
"Large sculpins","95-66",7,4.4,8.3
"Large sculpins","95-67",5.4,2.4,18.07
"Large sculpins","96-53",6.1,4.5,2.64
"Large sculpins","96-64",5.8,3.5,14.4
"Large sculpins","97-64",5.4,3.9,5.232
"Large sculpins","97-65",6.1,3.8,19.674
"Large sculpins","97-66",6.1,4.3,27.508
"Large sculpins","97-70",7.8,5.3,15.75
"Large sculpins","98-44",4.3,3.2,8.652
"Large sculpins","98-49",6.7,4.775,25.72
"Large sculpins","98-65",6.6,6,33.48
"Large sculpins","98-66",7.7,6.46666666666667,33.703
"Large sculpins","98-69",5.53333333333333,3.43333333333333,44.522
"Large sculpins","98-70",6.11428571428571,3.3,81.786
"Large sculpins","99-49",6.6875,4.625,146.418
"Large sculpins","99-54",8.5,4.8,0.454
"Large sculpins","99-57",5.2,4,5.24
"Large sculpins","99-69",6.53333333333333,3.73333333333333,64.356
"Large sculpins","99-70",5.3,3.6,21.705
"Large sculpins","99-71",6.4,3.9,4.3
"Lingcod","108-66",8.3,5.9,1.458
"Lingcod","120-53",9.1,5.7,1.8
"Lingcod","122-54",9.1,5.8,1.174
"Lingcod","127-71",6.9,4.5,2.222
"Lingcod","131-53",7.3,4.7,1.64
"Lingcod","131-54",8.1,5.9,1.392
"Lingcod","131-81",8.1,4.7,0.464
"Lingcod","136-64",7.3,4.6,3.68
"Lingcod","138-57",8.2,5.9,1.52
"Lingcod","138-86",7.8,4.8,2.16
"Lingcod","139-85",8.4,4.3,1.14
"Lingcod","142-58",8,4.5,1.644
"Lingcod","144-58",8.2,5.1,3.1
"Lingcod","144-71",7.4,4.7,2.48
"Lingcod","145-64",6.3,4.8,2.2
"Lingcod","147-66",9.3,6.6,1.911
"Lingcod","148-99",4.7,4.3,0.416
"Lingcod","151-101",7.9,7.7,0.202
"Lingcod","151-76",8.2,4.6,2.224
"Lingcod","152-70",9.4,6.4,0.9
"Lingcod","154-65",7.3,4.7,2.66
"Lingcod","154-75",6.2,4.7,3.22
"Lingcod","155-72",7.5,5,4.01
"Lingcod","155-77",7.7,4.65,50.69
"Lingcod","155-78",9.8,5.3,4.81
"Lingcod","156-87",6.7,5.2,2.82
"Lingcod","157-78",8.8,4.9,4.72
"Lingcod","157-79",8.8,7.4,1.77
"Lingcod","157-87",7,4.9,6.76
"Lingcod","157-92",6.8,4.6,3.45
"Lingcod","158-69",7.4,5,12.3
"Lingcod","158-71",7.4,4.9,3.09
"Lingcod","159-68",6.5,5.2,9.26
"Lingcod","159-87",8.8,6.4,2.166
"Lingcod","160-69",6.3,4.9,4.05
"Lingcod","160-78",8.2,5.5,9.26
"Lingcod","160-80",7,4.7,4.03
"Lingcod","161-73",9,5.3,2.59
"Lingcod","161-74",8,5.2,7.344
"Lingcod","161-82",7.1,5,10.84
"Lingcod","162-76",9.9,5.5,1.13
"Lingcod","163-71",6.8,4.6,2.3
"Lingcod","163-72",8.4,5.2,2.662
"Lingcod","164-71",8.1,5.1,8.58
"Lingcod","165-73",8.2,5.55,5.432
"Lingcod","167-110",9.7,6.2,1.22
"Lingcod","167-113",10.5,7.8,5.32
"Lingcod","168-113",7.4,6.2,1.114
"Lingcod","168-86",7.7,4.8,4.54
"Lingcod","169-120",9.7,8.3,1.134
"Lingcod","169-77",8.2,4.9,3.37
"Lingcod","169-86",5.4,5.2,2.8
"Lingcod","170-85",7.6,7.4,3.53
"Lingcod","170-89",8.3,4.8,7.15
"Lingcod","170-90",7.4,4.4,4.79
"Lingcod","171-80",9,5.4,3.4
"Lingcod","171-84",6.5,6,2.29
"Lingcod","171-85",7.75,6.25,7.386
"Lingcod","172-80",9.1,5.9,3.68
"Lingcod","172-94",6.1,5.2,3.23
"Lingcod","173-78",11.7,5.6,1.764
"Lingcod","173-79",10.5,5.6,22.4
"Lingcod","173-82",8.1,6.6,16.85
"Lingcod","173-93",9.2,5.5,2.42
"Lingcod","174-78",11.7,5.6,5.61
"Lingcod","174-79",9.6,5.6,12.247
"Lingcod","174-89",7,6,5.52
"Lingcod","175-126",11.2,10.6,0.24
"Lingcod","176-101",9.1,6.3,1.168
"Lingcod","176-81",7.7,5.3,13.22
"Lingcod","177-81",9.3,5.9,1.868
"Lingcod","177-83",9,8,4.536
"Lingcod","177-91",7.5,7.5,6.1
"Lingcod","177-99",8.7,8.4,1.16
"Lingcod","179-105",9.1,6.5,7.15
"Lingcod","179-127",12,9,0.218
"Lingcod","179-86",9.2,7.8,1.105
"Lingcod","179-87",7.5,7.5,3.4
"Lingcod","179-95",7.9,7.9,3.39
"Lingcod","180-129",12.3,11.1,0.636
"Lingcod","180-85",6.9,5,4.73
"Lingcod","180-86",8.6,6.7,19.08
"Lingcod","180-90",7,6.5,7.64
"Lingcod","181-85",8.6,4.7,1.73
"Lingcod","182-92",7,6.8,3.48
"Lingcod","182-93",7.8,7.7,1.8
"Lingcod","182-94",7,6.9,15.97
"Lingcod","183-120",10.6,5,5.6
"Lingcod","184-117",8.5,6.5,42.77
"Lingcod","184-118",8.8,5.2,12.5
"Lingcod","184-119",9.75,8.25,2.556
"Lingcod","184-120",10.3,7.3,2.599
"Lingcod","185-115",8.7,7.3,25.78
"Lingcod","185-119",8.8,7.6,23.94
"Lingcod","186-106",9.6,8.6,0.112
"Lingcod","188-89",8.35,5.25,14.36
"Lingcod","188-94",7.95,5,12
"Lingcod","189-96",8,5.4,7.76
"Lingcod","190-89",8.8,5.5,23.34
"Lingcod","190-96",7.3,5.2,9.8
"Lingcod","191-88",8.7,5.9,14.71
"Lingcod","191-89",7.8,4.7,3.13
"Lingcod","191-90",7.7,5.5,4.17
"Lingcod","191-93",8.5,5.3,3.14
"Lingcod","191-98",9.55,9,18.861
"Lingcod","192-90",11.9,5.9,3.175
"Lingcod","192-93",8.2,5.2,4.05
"Lingcod","192-94",10.5,5.4,2.56
"Lingcod","192-95",8.4,5.6,2.18
"Lingcod","193-128",10.5,5.9,4.66
"Lingcod","193-139",10.1,7.6,3.1
"Lingcod","193-89",11.6,5.5,14.38
"Lingcod","193-92",9.4,5.1,2.34
"Lingcod","193-93",9.5,5.3,2.147
"Lingcod","193-96",9.2,5.2,13.14
"Lingcod","194-89",9.4,5.4,21.04
"Lingcod","195-89",11.4,6.7,9.1
"Lingcod","196-113",9.7,2.1,0.192
"Lingcod","196-86",10.2,5.5,2.192
"Lingcod","196-87",10.375,5.6,18.27
"Lingcod","196-88",9.56666666666667,5.33333333333333,12.93
"Lingcod","196-89",8,5.7,9.82
"Lingcod","196-98",8.8,4.9,8.84
"Lingcod","197-130",7.3,6.3,3.28
"Lingcod","197-86",11.5,5.4,1.274
"Lingcod","197-93",12.1,6.3,7.74
"Lingcod","198-87",10.2,5.7,10.28
"Lingcod","198-92",10.4,5.1,2.93
"Lingcod","200-90",10.9,4.5,2.36
"Lingcod","201-101",9.6,6,1.023
"Lingcod","201-111",10,6.3,14.9
"Lingcod","201-135",11.8,6.7,2.112
"Lingcod","202-94",8.8,5.2,13.23
"Lingcod","203-109",10.5666666666667,7.7,26.514
"Lingcod","203-96",6.9,6.7,127.2
"Lingcod","205-106",10.4,6.56666666666667,16.15
"Lingcod","205-112",8,6.2,3.85
"Lingcod","205-138",10.7,7,0.282
"Lingcod","205-96",8.5,6.9,21.02
"Lingcod","205-99",10.1333333333333,6.16666666666667,19.966
"Lingcod","206-111",11.3,7.4,0.954
"Lingcod","206-99",11.3,6.5,17.01
"Lingcod","207-103",10,5,2.16
"Lingcod","207-141",11.4,7,10.71
"Lingcod","210-100",12,6.5,11.22
"Lingcod","210-115",10.5,5.7,2.73
"Lingcod","211-102",10.3,6.1,1.56
"Lingcod","211-147",8.5,6,5.17
"Lingcod","212-118",10.7,7.7,1.288
"Lingcod","213-101",10,6,11.837
"Lingcod","214-101",9.6,5.6,3.17
"Lingcod","214-103",9.7,6.3,8.02
"Lingcod","214-105",9.15,5.1,23.57
"Lingcod","214-106",12.5,6.3,6.5
"Lingcod","214-109",9.2,5.5,6.36
"Lingcod","214-125",10.5,6.4,9.01
"Lingcod","215-108",11.2,5.8,8.61
"Lingcod","215-144",8.3,8,8.4
"Lingcod","216-107",10.7,6.5,1.25
"Lingcod","216-135",7.5,7,12.16
"Lingcod","216-170",9.5,9.6,0.452
"Lingcod","217-101",10.7,5,8.45
"Lingcod","217-106",9.8,5.3,6.17
"Lingcod","217-107",10.5,6.1,15.92
"Lingcod","218-101",10.55,6,19.8
"Lingcod","218-103",10.5,5.7,21.39
"Lingcod","218-105",11,6.2,30.84
"Lingcod","218-108",9.6,5.5,8.39
"Lingcod","218-129",9.3,6.85,5.59
"Lingcod","218-130",10.4,6.8,0.972
"Lingcod","218-136",8.7,8.1,2.76
"Lingcod","219-103",9.6,5.7,11.68
"Lingcod","219-104",10.5,5.8,7.83
"Lingcod","219-105",10.6,7.1,10.258
"Lingcod","219-111",8.6,6.4,2.242
"Lingcod","219-135",9.9,7.35,9.91
"Lingcod","219-136",9.6,8.6,9.12
"Lingcod","219-142",8.3,7,35.49
"Lingcod","219-156",8.2,6.1,3.73
"Lingcod","220-104",11.7,5.6,19.055
"Lingcod","220-110",12,6.8,6.59
"Lingcod","220-111",8.5,5.9,3.2
"Lingcod","220-113",8.95,6.95,14.46
"Lingcod","220-115",9.5,6.5,12.73
"Lingcod","220-118",8.8,6.6,6.07
"Lingcod","220-122",10.6,7.1,2.52
"Lingcod","220-132",9.8,5,3.75
"Lingcod","220-135",9.7,5.8,3.97
"Lingcod","220-156",7.5,6.8,9.53
"Lingcod","220-164",10.4,6.6,13.34
"Lingcod","221-111",8.7,6.2,5.26
"Lingcod","221-128",12.7,8,1.82
"Lingcod","221-135",9.3,7.3,4.96
"Lingcod","221-140",8.05,6.85,3.46
"Lingcod","222-118",8.2,6.1,34.57
"Lingcod","222-127",8.6,8.2,0.208
"Lingcod","222-136",7.8,6.4,4.91
"Lingcod","222-151",11.3,6.5,4.52
"Lingcod","223-110",9.6,5.6,4.39
"Lingcod","223-112",8.9,5.5,3.15
"Lingcod","223-117",11.6,7.2,2.406
"Lingcod","223-120",10.7,7.3,3.96
"Lingcod","223-125",11.1,8.5,22.226
"Lingcod","223-136",10.0666666666667,6.33333333333333,35.472
"Lingcod","223-138",8.9,6,108.816
"Lingcod","223-156",8.1,7.6,0.146
"Lingcod","224-119",8.4,5.7,6.3
"Lingcod","224-131",8.5,6.2,2.57
"Lingcod","224-135",10.7,6.5,2.654
"Lingcod","224-138",8.2,6.7,13.7
"Lingcod","224-155",10.6,7.4,8.02
"Lingcod","225-128",10.5,8.4,20.69
"Lingcod","225-129",9.2,7.3,5.66
"Lingcod","225-152",9.9,5.3,5.44
"Lingcod","225-154",10.9,5.5,8.86
"Lingcod","225-155",11.05,7.3,53.24
"Lingcod","226-128",12.3,8,27.5
"Lingcod","226-139",11.2,7.6,3.26
"Lingcod","226-142",10.3,6.2,15.98
"Lingcod","226-155",10.7,7.4,12.78
"Lingcod","227-119",10.5,7,1.35
"Lingcod","227-123",9.1,6.9,40.06
"Lingcod","227-126",9.5,6.9,4.43
"Lingcod","227-139",9.4,6,28.54
"Lingcod","227-143",11.2,5.7,5.04
"Lingcod","228-121",11.9,6.6,7.06
"Lingcod","228-126",8.3,6.9,3.65
"Lingcod","228-129",9.5,6.2,2.655
"Lingcod","228-139",11,6.8,24.12
"Lingcod","228-142",12.8,7.2,2.097
"Lingcod","228-155",10.6,5.7,2.534
"Lingcod","229-125",9.7,7,7.22
"Lingcod","229-128",8.6,6,11.8
"Lingcod","229-130",12.9,7.4,35.14
"Lingcod","229-137",9.95,5.7,21.68
"Lingcod","229-142",11.35,7.35,27.817
"Lingcod","229-147",15,5.8,3.58
"Lingcod","229-152",12.2,6.5,1.201
"Lingcod","229-156",10.3,6.2,2.6
"Lingcod","229-159",12.9,5.8,3.32
"Lingcod","230-117",10.7,6.7,2.718
"Lingcod","230-118",9.4,5.8,6.56
"Lingcod","230-141",10.1,8.2,424
"Lingcod","230-142",12.7,8.1,6.442
"Lingcod","231-118",10.8,6.6,5.16
"Lingcod","231-120",9.5,6.2,8.36
"Lingcod","231-124",9.2,6.3,6.09
"Lingcod","231-127",9.95,6.5,6.71
"Lingcod","231-128",14.4,6.8,7.64
"Lingcod","231-138",11.4,7.6,6.38
"Lingcod","231-139",11,7.8,282.51
"Lingcod","231-140",9.2,6.9,77.49
"Lingcod","231-142",11.8,7.2,23.28
"Lingcod","231-143",12.4,6.8,6.123
"Lingcod","231-157",9.8,6,9.1
"Lingcod","232-129",8.7,6.1,6.7
"Lingcod","232-140",9.8,9,20.25
"Lingcod","232-142",10.5,7.6,9.14
"Lingcod","232-152",11.3,6.5,2.546
"Lingcod","233-124",9.1,6.7,64.06
"Lingcod","233-136",12.2,6.6,2.85
"Lingcod","233-141",9.5,9.1,19.77
"Lingcod","233-143",11.8,5.3,2.882
"Lingcod","234-138",9.9,9.2,43.45
"Lingcod","234-139",9.55,7.6,88.37
"Lingcod","234-140",8,7.7,22.87
"Lingcod","234-141",10.1,7.2,1.948
"Lingcod","235-128",9,6,12.28
"Lingcod","235-129",8,6.2,9.09
"Lingcod","235-140",8.2,8.1,30.13
"Lingcod","235-141",8.3,7.7,145.46
"Lingcod","235-144",12.7,6.2,32.396
"Lingcod","235-149",10.6,5.6,2.54
"Lingcod","235-155",11.65,5.6,4.85
"Lingcod","236-136",11.55,5.7,32.83
"Lingcod","236-137",12.8,7.1,17.39
"Lingcod","236-138",10.1,9.25,54.73
"Lingcod","236-139",10.1,9,102.7
"Lingcod","236-141",10.6,8.9,27.746
"Lingcod","236-142",10,7.4,34.85
"Lingcod","236-144",8.5,5.2,0.65
"Lingcod","236-151",14.7,5.7,3.34
"Lingcod","236-158",13.8,6.6,6.162
"Lingcod","237-135",11.6,5,37.53
"Lingcod","237-136",10.7,6.5,11.24
"Lingcod","237-144",12.7,6,22.72
"Lingcod","237-145",13.3,6.5,3.095
"Lingcod","237-150",12.25,5.65,25.98
"Lingcod","237-152",11.25,5.45,10.43
"Lingcod","237-158",12.4,5.8,5.656
"Lingcod","238-138",10.9,10.3,4.309
"Lingcod","238-139",10.3,8.75,37.55
"Lingcod","238-141",12.4,7.2,33.95
"Lingcod","238-143",9,7.3,6.08
"Lingcod","238-145",10.9,5.3,14
"Lingcod","238-149",13.15,6.1,13.62
"Lingcod","239-137",11.7,7.7,29.69
"Lingcod","239-139",9.15,8.1,26.37
"Lingcod","239-140",8.6,8.5,16.86
"Lingcod","239-143",10.8,5.7,12.25
"Lingcod","239-144",9.9,5.1,8.75
"Lingcod","239-145",11.1333333333333,5.6,56.751
"Lingcod","239-158",12.3,5.9,20.38
"Lingcod","239-159",13.4,5.6,4.763
"Lingcod","239-162",13.5,7.1,5.12
"Lingcod","239-163",10.1,6,18.5
"Lingcod","240-141",9,7.1,4.32
"Lingcod","240-142",7.9,7.8,17.33
"Lingcod","240-145",11.6,5.9,7.6
"Lingcod","240-148",11.9,5.5,2.95
"Lingcod","241-138",11.1,8.35,104.94
"Lingcod","241-140",13.1,9,21.3
"Lingcod","241-141",12.4,6.8,43
"Lingcod","241-144",13.1,6.9,4.24
"Lingcod","241-145",13.2,7,2.45
"Lingcod","241-151",13.8,5.9,13.282
"Lingcod","242-142",13.5,7.5,13.92
"Lingcod","242-143",10.6,6.7,10.16
"Lingcod","242-146",13.9,6.5,10.79
"Lingcod","242-147",11.5,5.6,9.5
"Lingcod","242-149",12.6,5.9,1.44
"Lingcod","242-155",13.95,5.45,5.37
"Lingcod","242-159",12.7,5.6,2.18
"Lingcod","243-133",12.7,4.7,1.474
"Lingcod","243-143",12.3,5.15,20.358
